ip,date,email,route,scroll_pct,time_spent,referrer,device
189.67.30.145,27/03/2026,,/vestibular/UNICAMP,88.94,232,firefox,tablet
8.8.136.235,06/08/2027,,/instituicoes,84.59,160,chrome,mobile
8.8.60.72,13/09/2026,,/vestibular/FUVEST,82.66,156,firefox,mobile
1.1.182.109,30/10/2026,,/,55.66,214,firefox,desktop
200.44.189.134,20/11/2025,beatriz.pereira@live.com,/,3.33,264,safari,desktop
200.239.201.159,27/04/2027,,/cursos,54.55,207,chrome,desktop
200.215.200.95,27/08/2027,,/vestibular/FATEC,40.86,204,lp,mobile
8.8.234.165,05/11/2027,lucassantos@globo.com,/vestibular/FATEC,78.22,263,safari,tablet
177.250.222.137,18/12/2025,maria.rodrigues60@gmail.com,/cursos,39.21,85,chrome,desktop
200.120.202.115,01/11/2027,julia.santos@bol.com.br,/vestibular/FUVEST,21.65,81,safari,mobile
1.1.105.81,24/06/2027,l.ferreira@fatec.sp.gov.br,/,63.14,196,chrome,desktop
200.97.190.251,21/05/2027,joaoferreira@usp.br,/vestibular/ENEM,25.05,219,chrome,desktop
8.8.16.81,27/02/2026,beatriz.silva@live.com,/vestibular/UNICAMP,9.67,111,safari,mobile
1.1.52.153,28/03/2025,,/vestibular/FATEC,59.46,147,safari,mobile
8.8.22.214,14/09/2026,,/vestibular/FUVEST,80.32,211,chrome,desktop
177.170.217.251,09/10/2025,,/cursos,40.31,212,opera,mobile
200.245.137.170,15/12/2025,,/instituicoes,56.64,327,share,mobile
8.8.142.35,26/12/2026,,/vestibular/FUVEST,74.29,60,ig,desktop
177.7.156.160,22/03/2025,,/,15.48,115,lp,desktop
1.1.42.117,14/12/2026,,/vestibular/ENEM,67.32,2,safari,mobile
1.1.50.115,17/11/2025,,/quiz,84.71,121,safari,mobile
189.135.133.218,13/05/2026,,/cursos,71.92,164,linkedin,mobile
200.53.222.223,06/08/2026,,/cursos,60.9,253,firefox,mobile
177.92.110.82,07/05/2025,,/vestibular/ENEM,12.77,200,firefox,mobile
1.1.171.23,06/04/2025,,/vestibular/FUVEST,50.5,134,chrome,desktop
8.8.144.46,02/04/2026,,/instituicoes,53.05,177,chrome,mobile
200.84.55.89,07/08/2025,,/,8.82,214,firefox,mobile
200.180.66.197,21/11/2027,,/quiz,57.62,185,firefox,mobile
1.1.235.150,24/01/2026,b.silva@live.com,/,68.78,153,share,mobile
1.1.80.124,01/02/2025,,/quiz,32.38,203,firefox,desktop
189.241.98.70,02/09/2026,,/cursos,25.79,155,safari,mobile
189.228.68.141,15/04/2026,,/,40.87,195,chrome,tablet
8.8.82.175,05/10/2026,ana.souza71@icloud.com,/vestibular/FUVEST,49.38,249,brave,mobile
189.121.17.241,22/10/2026,,/cursos,22.02,144,tiktok,tablet
200.216.116.56,08/09/2026,,/cursos,18.79,167,chrome,mobile
1.1.72.148,05/06/2026,,/vestibular/FATEC,73.97,153,chrome,mobile
177.67.116.172,20/05/2026,,/,7.07,131,firefox,mobile
200.150.150.216,21/09/2025,,/cursos,8.61,128,opera,desktop
1.1.70.161,16/04/2027,,/cursos,69.0,179,firefox,tablet
177.144.153.255,13/09/2026,,/quiz,3.44,146,firefox,desktop
189.100.126.205,17/09/2026,,/vestibular/FUVEST,27.47,93,firefox,vr
1.1.65.83,22/03/2027,joao.alves@ig.com.br,/quiz,14.95,68,chrome,desktop
200.27.16.89,16/02/2027,l.oliveira@outlook.com,/,30.13,196,safari,desktop
8.8.15.240,14/12/2025,,/quiz,51.81,181,firefox,mobile
1.1.45.4,03/10/2027,,/vestibular/FUVEST,90.18,253,firefox,desktop
8.8.0.95,18/10/2027,,/,30.07,210,lp,desktop
200.164.163.220,10/03/2027,,/,72.5,250,chrome,mobile
8.8.239.203,01/12/2026,,/quiz,31.27,215,chrome,desktop
189.18.30.88,08/08/2026,a.oliveira@outlook.com,/instituicoes,95.64,161,safari,desktop
177.202.242.180,17/12/2027,,/vestibular/ENEM,47.96,254,firefox,desktop
1.1.57.243,05/02/2027,,/vestibular/FATEC,36.97,235,chrome,mobile
177.41.126.36,01/02/2025,,/vestibular/ENEM,35.58,251,chrome,tv
189.60.67.67,10/10/2025,,/,83.0,221,opera,mobile
8.8.61.218,14/11/2027,,/cursos,16.61,231,firefox,mobile
189.64.84.189,21/10/2027,,/cursos,26.37,194,chrome,mobile
1.1.205.143,07/05/2026,,/,45.09,64,x,tablet
1.1.81.212,05/02/2026,,/,58.95,174,firefox,desktop
177.44.76.126,09/02/2026,,/instituicoes,41.8,139,chrome,desktop
8.8.46.48,08/02/2027,,/vestibular/FATEC,20.63,148,lp,mobile
177.70.5.240,06/09/2026,,/cursos,97.96,199,duckduckgo,mobile
200.173.139.194,25/05/2025,,/,74.43,224,safari,mobile
189.86.141.90,30/03/2027,pedro.pereira18@live.com,/instituicoes,8.3,194,safari,mobile
8.8.137.24,18/06/2025,,/vestibular/FUVEST,23.62,155,chrome,desktop
8.8.215.215,09/12/2027,,/instituicoes,51.13,160,duckduckgo,mobile
1.1.191.39,13/08/2027,,/quiz,1.66,211,share,vr
1.1.212.129,25/03/2025,,/quiz,3.27,168,chrome,tablet
200.71.244.126,18/08/2025,,/cursos,18.21,174,firefox,mobile
8.8.188.48,18/08/2026,,/vestibular/FUVEST,10.85,86,opera,mobile
177.183.109.62,22/04/2027,,/instituicoes,21.85,172,chrome,desktop
8.8.92.0,14/02/2026,,/cursos,3.54,177,firefox,mobile
1.1.52.71,12/04/2027,,/,72.85,186,firefox,mobile
189.162.189.207,31/03/2025,,/,90.73,173,firefox,desktop
1.1.67.108,22/06/2027,,/instituicoes,59.24,210,lp,desktop
8.8.91.36,20/12/2025,rafael.souza@bol.com.br,/cursos,78.92,167,safari,desktop
1.1.246.128,30/07/2025,,/,74.24,154,opera,desktop
200.93.119.187,29/01/2025,maria.silva@terra.com.br,/,2.4,151,safari,vr
8.8.16.141,15/11/2026,,/vestibular/FUVEST,80.17,216,chrome,mobile
189.53.180.15,26/04/2025,rafael.oliveira79@edu.br,/cursos,35.6,77,safari,tablet
8.8.104.111,30/06/2026,joao.lima@fatec.sp.gov.br,/instituicoes,56.17,56,safari,mobile
189.3.166.120,09/04/2027,,/cursos,29.66,166,tiktok,mobile
200.7.222.32,16/11/2027,,/quiz,76.45,193,firefox,desktop
8.8.251.21,25/03/2027,,/,86.03,169,chrome,desktop
177.42.36.233,23/12/2025,,/vestibular/FATEC,32.01,109,chrome,desktop
189.136.226.222,21/10/2025,,/cursos,89.19,246,firefox,desktop
177.43.115.13,23/08/2025,,/,50.32,338,chrome,mobile
8.8.153.251,16/05/2026,,/cursos,1.09,170,chrome,desktop
200.60.208.180,26/04/2026,,/cursos,80.02,232,chrome,desktop
8.8.197.6,30/11/2026,,/vestibular/FUVEST,95.46,191,firefox,mobile
200.18.209.83,13/01/2025,j.gomes@outlook.com,/vestibular/ENEM,86.22,188,linkedin,desktop
1.1.66.116,01/12/2026,,/,8.77,161,share,mobile
177.111.199.0,13/04/2027,j.ferreira@bol.com.br,/cursos,43.87,186,safari,desktop
177.218.228.46,05/05/2027,l.lima@protonmail.com,/cursos,86.27,181,tiktok,tablet
1.1.88.225,16/06/2025,p.gomes@protonmail.com,/vestibular/ENEM,41.08,170,tiktok,mobile
8.8.99.209,25/08/2027,,/cursos,0.97,120,firefox,desktop
200.33.79.126,03/10/2026,,/instituicoes,88.98,227,chrome,desktop
8.8.98.164,17/10/2025,larissa.silva@edu.br,/,88.89,176,safari,vr
189.218.55.52,15/09/2025,ana.rodrigues@fatec.sp.gov.br,/instituicoes,60.92,207,safari,mobile
8.8.113.203,24/12/2025,,/,99.72,153,chrome,tablet
177.132.216.74,10/08/2025,,/instituicoes,27.25,166,share,mobile
1.1.230.227,05/10/2027,,/vestibular/FATEC,10.39,150,chrome,desktop
1.1.226.10,02/02/2026,a.santos@uol.com.br,/vestibular/FATEC,60.34,196,safari,desktop
8.8.215.87,04/01/2027,maria.silva88@fatec.sp.gov.br,/instituicoes,71.25,187,safari,desktop
8.8.85.127,13/04/2025,,/cursos,42.76,153,opera,mobile
1.1.30.186,15/03/2026,j.alves@yahoo.com,/quiz,65.2,207,share,desktop
189.41.177.57,06/10/2026,,/vestibular/FUVEST,59.13,164,share,mobile
189.17.138.246,15/06/2025,lucas.pereira5@bol.com.br,/vestibular/FATEC,48.41,66,firefox,desktop
177.83.62.65,16/05/2026,,/cursos,65.27,242,lp,tablet
1.1.118.61,04/02/2026,maria.pereira7@edu.br,/quiz,53.36,104,ig,desktop
8.8.191.133,18/04/2025,,/vestibular/UNICAMP,94.57,131,safari,mobile
177.167.244.62,20/11/2025,,/quiz,52.92,284,share,mobile
1.1.194.245,26/04/2026,,/instituicoes,34.32,188,chrome,mobile
1.1.139.99,03/02/2027,,/vestibular/FATEC,54.21,184,chrome,tablet
177.213.179.51,29/10/2025,,/cursos,88.84,283,chrome,mobile
8.8.23.91,05/07/2027,julialima@globo.com,/,41.31,337,chrome,desktop
200.157.0.158,09/09/2025,,/,73.09,212,chrome,mobile
189.223.139.79,13/02/2027,carlos.pereira94@yahoo.com,/cursos,36.61,121,share,tablet
177.195.203.133,21/07/2025,,/,27.86,207,chrome,mobile
8.8.113.175,06/04/2026,,/vestibular/ENEM,57.38,66,safari,mobile
8.8.22.125,26/10/2027,,/cursos,96.01,185,chrome,desktop
8.8.130.251,22/01/2026,,/instituicoes,35.31,141,chrome,mobile
177.16.35.146,18/11/2027,,/instituicoes,2.0,230,safari,desktop
8.8.105.101,09/04/2026,julia.alves@icloud.com,/vestibular/FATEC,88.47,187,safari,tablet
1.1.47.2,20/02/2027,,/cursos,56.87,243,x,tablet
189.236.11.210,28/05/2025,,/cursos,90.67,249,ig,mobile
1.1.39.251,03/03/2027,,/,14.18,280,share,mobile
200.62.92.35,01/09/2026,,/,37.72,332,safari,mobile
189.169.235.66,28/10/2026,beatriz.souza40@gmail.com,/instituicoes,43.42,220,lp,tablet
8.8.66.1,16/06/2027,larissa.rodrigues@gmail.com,/instituicoes,90.73,162,chrome,desktop
8.8.27.80,19/10/2027,,/,18.71,200,chrome,mobile
200.86.123.125,19/04/2027,,/vestibular/ENEM,64.82,156,chrome,mobile
8.8.154.168,25/12/2027,,/vestibular/FATEC,31.25,155,firefox,mobile
1.1.141.185,15/11/2026,,/cursos,9.58,200,firefox,mobile
177.255.133.200,13/01/2025,,/cursos,26.6,153,tiktok,desktop
177.91.160.88,24/09/2027,,/,50.12,156,chrome,mobile
200.113.155.191,22/04/2025,,/,45.47,101,chrome,mobile
1.1.238.233,09/01/2025,ana.ferreira20@outlook.com,/vestibular/FATEC,81.45,229,safari,mobile
189.123.148.86,15/05/2026,,/vestibular/ENEM,46.97,124,chrome,mobile
189.161.13.158,23/02/2027,l.santos@outlook.com,/,15.4,243,safari,desktop
1.1.219.21,19/08/2027,,/,29.36,149,chrome,mobile
1.1.20.234,04/05/2026,,/instituicoes,95.63,268,opera,mobile
1.1.119.74,04/08/2026,j.souza@protonmail.com,/instituicoes,61.11,106,safari,mobile
8.8.19.114,27/05/2027,,/vestibular/FATEC,21.61,202,opera,desktop
8.8.157.141,18/10/2025,ana.oliveira@fatec.sp.gov.br,/vestibular/ENEM,78.77,97,safari,vr
200.207.111.102,10/04/2026,,/vestibular/FUVEST,55.65,20,chrome,mobile
8.8.102.176,13/10/2025,,/vestibular/UNICAMP,55.4,160,chrome,desktop
8.8.229.172,25/10/2026,,/cursos,85.12,202,chrome,mobile
8.8.89.81,28/07/2025,,/,80.59,177,lp,tablet
8.8.253.75,08/07/2025,,/instituicoes,33.73,141,chrome,mobile
1.1.54.91,06/11/2025,joao.alves24@yahoo.com,/cursos,22.47,233,safari,mobile
200.247.207.70,30/08/2025,,/vestibular/ENEM,36.6,180,lp,mobile
8.8.201.27,01/10/2027,,/,73.09,163,chrome,desktop
200.183.109.44,26/02/2027,lucas.gomes@hotmail.com,/instituicoes,2.87,182,safari,tablet
8.8.209.111,20/09/2026,,/vestibular/ENEM,86.61,307,firefox,mobile
1.1.24.218,29/01/2027,,/vestibular/FATEC,75.99,202,firefox,desktop
1.1.44.14,21/03/2026,,/vestibular/FUVEST,94.64,125,chrome,desktop
200.169.206.212,18/09/2027,,/vestibular/UNICAMP,63.23,124,firefox,mobile
200.43.120.123,01/01/2027,lucas.santos@icloud.com,/vestibular/FUVEST,50.49,234,share,desktop
189.152.21.38,30/10/2027,,/,78.97,100,lp,mobile
200.202.250.64,29/03/2027,larissasouza@ig.com.br,/,80.1,170,safari,tablet
8.8.203.164,25/07/2027,pedro.ferreira27@icloud.com,/vestibular/FUVEST,42.3,301,safari,mobile
8.8.36.241,12/08/2025,,/,4.81,216,chrome,mobile
177.88.21.129,18/10/2027,,/instituicoes,76.69,240,linkedin,desktop
8.8.143.171,16/06/2025,maria.alves81@fatec.sp.gov.br,/,16.22,246,tiktok,tv
1.1.233.172,29/04/2025,pedro.souza3@uol.com.br,/,21.86,37,safari,mobile
177.250.178.118,07/05/2025,,/vestibular/UNICAMP,68.58,217,safari,mobile
8.8.239.132,16/06/2027,,/quiz,79.68,154,lp,mobile
189.104.21.42,18/05/2027,,/instituicoes,60.68,150,chrome,desktop
8.8.108.75,13/03/2025,julia.santos@fatec.sp.gov.br,/quiz,73.66,107,safari,tv
189.254.156.247,03/09/2026,,/,12.37,165,safari,tablet
189.134.183.34,22/04/2025,larissa.ferreira53@fatec.sp.gov.br,/cursos,76.75,98,safari,desktop
189.33.230.58,12/04/2026,,/cursos,85.35,110,duckduckgo,desktop
200.178.101.160,12/02/2026,,/cursos,56.88,178,share,mobile
189.67.134.184,28/02/2025,p.oliveira@usp.br,/,58.0,198,safari,tablet
1.1.41.234,14/04/2025,,/instituicoes,56.72,187,chrome,mobile
8.8.114.108,19/12/2026,,/,77.81,191,firefox,mobile
1.1.188.21,21/02/2027,larissa.gomes@bol.com.br,/vestibular/FUVEST,27.73,196,chrome,tablet
1.1.245.145,18/09/2025,,/,60.14,265,share,mobile
200.95.201.102,14/11/2026,,/vestibular/UNICAMP,65.73,275,safari,mobile
200.181.163.195,09/07/2025,beatriz.ferreira@protonmail.com,/instituicoes,31.47,181,firefox,desktop
189.124.194.83,06/08/2025,a.pereira@usp.br,/instituicoes,16.79,107,safari,mobile
177.200.180.7,28/11/2025,p.rodrigues@uol.com.br,/quiz,22.51,129,safari,mobile
1.1.87.83,18/06/2025,j.oliveira@hotmail.com,/quiz,74.12,267,safari,mobile
8.8.19.39,21/10/2025,,/cursos,56.3,164,chrome,mobile
200.250.222.55,29/08/2027,,/cursos,35.27,218,firefox,mobile
177.126.203.73,28/04/2025,,/,65.49,193,lp,tablet
1.1.252.101,02/12/2025,,/,81.18,176,firefox,desktop
177.46.222.232,17/04/2025,ana.oliveira@gmail.com,/instituicoes,28.1,134,safari,mobile
200.249.5.112,26/04/2025,,/,73.38,235,share,tablet
189.248.186.234,21/07/2025,julia.silva@uol.com.br,/instituicoes,22.22,101,duckduckgo,desktop
200.112.129.255,24/12/2026,,/instituicoes,74.49,134,firefox,desktop
189.39.194.246,26/09/2027,lucaspereira@hotmail.com,/cursos,51.62,214,safari,tablet
177.223.9.50,14/07/2027,,/vestibular/FUVEST,79.83,96,tiktok,mobile
177.108.120.5,08/04/2025,,/instituicoes,18.91,335,firefox,mobile
8.8.203.167,26/12/2026,,/quiz,84.81,213,share,mobile
200.252.103.245,21/12/2026,,/,13.67,229,x,desktop
200.67.173.100,16/06/2026,joao.silva@icloud.com,/,5.07,148,chrome,tablet
177.99.52.154,16/10/2025,julia.rodrigues41@fatec.sp.gov.br,/,73.99,188,safari,mobile
177.82.172.171,17/05/2026,,/cursos,68.22,146,duckduckgo,mobile
177.185.56.21,30/05/2026,,/vestibular/FATEC,65.88,219,chrome,mobile
189.70.92.185,16/10/2025,,/vestibular/ENEM,89.87,182,chrome,mobile
189.144.38.158,09/06/2025,,/vestibular/FATEC,98.37,150,firefox,mobile
177.121.48.13,11/10/2025,julia.pereira39@ig.com.br,/,49.54,141,safari,desktop
1.1.138.4,31/12/2025,joao.lima61@edu.br,/,15.48,200,safari,tablet
177.185.96.13,29/04/2025,,/,91.52,142,share,mobile
177.59.211.35,28/06/2027,ana.silva22@gmail.com,/instituicoes,11.57,207,chrome,mobile
200.181.95.214,22/12/2025,,/cursos,14.02,223,safari,mobile
200.78.46.102,05/02/2025,mariasouza@globo.com,/vestibular/UNICAMP,63.77,240,share,desktop
200.129.96.97,07/02/2025,,/cursos,15.52,119,chrome,tablet
177.145.114.0,07/10/2027,lucas.ferreira48@live.com,/cursos,57.78,189,safari,desktop
177.79.171.95,30/05/2025,b.pereira@edu.br,/,99.31,219,chrome,tablet
177.93.6.96,15/09/2027,,/,50.7,173,safari,mobile
1.1.211.227,15/11/2027,j.lima@gmail.com,/,80.11,264,tiktok,desktop
189.232.59.107,28/05/2025,rafael.santos98@ig.com.br,/cursos,77.44,225,safari,mobile
177.25.0.9,03/10/2025,,/,41.88,173,chrome,tablet
177.146.57.103,04/05/2026,joao.souza22@fatec.sp.gov.br,/vestibular/UNICAMP,2.17,181,safari,tablet
1.1.73.223,04/01/2027,,/cursos,10.69,151,chrome,desktop
177.52.41.255,07/06/2025,,/,66.43,330,chrome,mobile
1.1.149.132,28/09/2026,,/cursos,28.15,254,duckduckgo,desktop
8.8.164.89,05/03/2026,,/vestibular/ENEM,98.38,143,share,desktop
1.1.9.99,20/12/2025,,/vestibular/ENEM,21.65,312,chrome,desktop
189.56.225.144,06/12/2027,,/cursos,90.51,211,tiktok,mobile
8.8.103.33,09/05/2025,,/vestibular/FUVEST,50.03,150,safari,mobile
189.231.21.212,10/11/2025,l.souza@live.com,/cursos,43.83,122,brave,desktop
1.1.248.33,21/07/2026,maria.oliveira@outlook.com,/,10.04,104,safari,desktop
189.237.79.69,12/09/2027,,/,84.89,122,chrome,desktop
1.1.255.166,23/09/2025,,/vestibular/FATEC,47.24,88,firefox,desktop
8.8.2.13,04/08/2025,,/vestibular/FATEC,74.3,143,chrome,mobile
1.1.134.48,15/04/2025,,/cursos,90.17,178,chrome,mobile
200.237.98.163,25/12/2026,,/instituicoes,30.74,193,firefox,desktop
177.209.18.221,23/09/2025,,/vestibular/ENEM,40.5,280,chrome,mobile
177.174.237.175,10/12/2026,carlos.oliveira48@terra.com.br,/quiz,5.64,200,brave,mobile
1.1.41.44,08/03/2027,,/,82.79,130,share,desktop
8.8.96.117,29/05/2025,,/cursos,24.45,48,firefox,mobile
1.1.214.138,12/09/2026,beatriz.santos36@usp.br,/,51.55,193,chrome,desktop
200.2.71.144,24/01/2026,ana.santos@fatec.sp.gov.br,/vestibular/ENEM,3.4,151,safari,mobile
177.172.152.110,31/08/2025,,/,47.72,219,chrome,tablet
200.134.184.134,24/12/2027,,/cursos,62.02,101,share,mobile
177.134.236.70,12/05/2027,l.santos@icloud.com,/,65.78,140,safari,mobile
189.114.91.72,15/05/2027,rafael.gomes@edu.br,/vestibular/ENEM,40.72,125,chrome,desktop
1.1.31.184,28/02/2027,,/cursos,86.01,119,chrome,tablet
189.77.95.164,15/06/2026,carloslima@globo.com,/instituicoes,71.1,133,safari,desktop
200.71.163.101,13/07/2025,,/vestibular/FUVEST,9.62,116,firefox,mobile
1.1.122.172,24/04/2026,,/,24.05,185,lp,mobile
189.2.229.250,24/08/2025,,/vestibular/ENEM,50.37,142,firefox,desktop
177.140.135.72,01/03/2026,,/vestibular/ENEM,60.02,113,chrome,desktop
189.42.247.178,10/09/2025,,/cursos,98.46,184,firefox,tablet
177.182.150.202,20/12/2027,,/vestibular/FUVEST,78.54,286,chrome,mobile
8.8.78.73,15/09/2026,,/cursos,75.03,124,chrome,mobile
8.8.54.77,09/10/2027,,/vestibular/FATEC,88.17,220,firefox,desktop
189.13.45.160,29/01/2026,maria.alves55@fatec.sp.gov.br,/,19.29,293,chrome,desktop
1.1.233.233,26/08/2027,,/vestibular/FUVEST,27.99,212,tiktok,tablet
1.1.25.202,01/07/2025,,/,52.62,128,brave,mobile
200.64.250.113,31/05/2025,,/instituicoes,76.13,285,chrome,mobile
177.78.21.178,03/02/2025,,/vestibular/ENEM,99.59,208,chrome,tablet
200.40.191.204,25/03/2026,,/,24.76,246,firefox,mobile
1.1.151.82,17/12/2026,,/,44.71,217,ig,mobile
189.97.250.167,01/01/2027,,/vestibular/FATEC,46.56,251,chrome,mobile
189.81.243.185,08/04/2027,rafaelgomes@outlook.com,/quiz,85.64,244,safari,desktop
8.8.48.227,30/10/2027,,/,78.92,176,duckduckgo,mobile
177.48.57.172,05/04/2026,,/,52.34,301,x,tablet
1.1.206.6,15/01/2025,lucassouza@hotmail.com,/,20.6,187,share,tablet
8.8.66.126,06/09/2025,larissa.santos@icloud.com,/,35.18,247,duckduckgo,vr
200.43.30.183,06/06/2026,,/vestibular/ENEM,57.05,147,firefox,mobile
200.79.72.7,26/05/2025,larissaalves@globo.com,/vestibular/FUVEST,62.86,161,lp,desktop
1.1.253.129,31/12/2027,,/instituicoes,77.89,113,chrome,mobile
177.52.97.5,26/10/2026,ana.santos71@protonmail.com,/vestibular/ENEM,48.15,171,firefox,desktop
200.3.180.139,30/01/2027,,/,98.23,296,chrome,mobile
189.125.122.240,20/02/2027,,/instituicoes,52.54,194,safari,desktop
1.1.73.204,06/09/2026,lucas.silva73@icloud.com,/,2.12,173,safari,tv
189.98.186.43,17/08/2026,,/,52.94,211,safari,mobile
200.112.235.119,13/10/2025,,/,1.66,209,safari,mobile
200.185.41.0,29/06/2026,lucas.silva@uol.com.br,/instituicoes,70.89,128,firefox,desktop
1.1.21.205,11/12/2026,mariasouza@hotmail.com,/instituicoes,14.67,169,safari,desktop
1.1.167.31,09/11/2027,,/cursos,58.32,248,chrome,desktop
177.135.164.213,26/03/2025,,/vestibular/ENEM,71.52,240,lp,mobile
177.43.72.214,17/07/2025,,/,48.27,139,opera,tv
8.8.170.133,16/02/2026,,/vestibular/ENEM,89.48,206,ig,desktop
189.223.48.1,12/11/2026,julia.lima@usp.br,/instituicoes,70.68,152,safari,desktop
1.1.98.121,20/11/2026,maria.oliveira@protonmail.com,/cursos,19.76,130,chrome,tablet
177.250.98.12,24/12/2026,,/,62.83,231,share,mobile
1.1.41.137,23/12/2026,,/,23.73,188,firefox,desktop
177.122.192.4,21/02/2025,pedro.oliveira@hotmail.com,/cursos,85.6,178,share,tablet
189.142.154.98,25/07/2027,,/instituicoes,58.4,232,share,tablet
8.8.202.13,08/09/2025,,/instituicoes,72.61,184,firefox,mobile
200.217.215.117,16/01/2025,,/,5.0,178,share,mobile
189.134.131.158,20/07/2025,,/quiz,81.37,258,chrome,mobile
177.216.117.3,30/06/2025,,/,6.37,214,chrome,desktop
200.212.56.37,13/02/2025,,/instituicoes,88.38,173,firefox,vr
1.1.42.208,15/08/2027,l.lima@ig.com.br,/cursos,95.16,35,safari,desktop
1.1.23.161,03/01/2027,larissasouza@terra.com.br,/instituicoes,9.43,126,tiktok,desktop
8.8.8.127,07/01/2026,l.ferreira@edu.br,/instituicoes,31.87,167,safari,desktop
1.1.27.139,17/08/2026,,/vestibular/FATEC,26.51,238,chrome,tablet
200.207.117.35,04/11/2026,,/cursos,0.07,150,lp,desktop
200.239.249.148,13/03/2026,,/vestibular/ENEM,66.36,199,chrome,desktop
200.146.130.223,02/01/2026,,/instituicoes,40.21,196,opera,desktop
1.1.77.45,10/06/2027,beatriz.lima@hotmail.com,/,54.21,216,linkedin,mobile
189.99.90.250,03/02/2025,,/,11.82,90,chrome,mobile
8.8.25.7,13/10/2026,,/vestibular/ENEM,43.32,24,share,mobile
1.1.11.169,26/12/2026,ana.oliveira63@edu.br,/instituicoes,80.37,82,safari,desktop
200.36.41.242,08/06/2026,j.santos@gmail.com,/cursos,63.08,116,safari,desktop
200.43.231.15,22/10/2025,lucaslima@edu.br,/cursos,44.49,183,brave,tablet
8.8.207.89,11/04/2026,,/,75.81,256,lp,mobile
189.13.219.8,28/11/2026,,/vestibular/FUVEST,33.45,165,lp,mobile
200.143.95.243,19/06/2025,larissa.lima@fatec.sp.gov.br,/,42.46,272,safari,mobile
1.1.9.36,17/07/2025,,/instituicoes,42.9,137,firefox,desktop
177.181.4.190,01/03/2026,,/vestibular/ENEM,24.5,109,chrome,vr
1.1.243.120,28/01/2025,pedro.alves@hotmail.com,/vestibular/FUVEST,3.81,284,tiktok,tv
177.34.193.126,13/09/2027,ana.santos@hotmail.com,/cursos,3.71,119,safari,mobile
177.84.156.125,12/09/2027,,/,35.64,107,share,mobile
1.1.119.226,30/10/2026,,/,44.34,172,opera,desktop
8.8.76.143,11/06/2025,,/,9.09,198,opera,tablet
200.39.37.185,11/12/2026,,/vestibular/ENEM,18.56,252,firefox,mobile
8.8.61.0,13/02/2026,,/,4.81,287,chrome,desktop
189.133.169.65,08/06/2025,,/,14.82,143,safari,mobile
189.108.66.236,02/05/2025,,/quiz,62.91,196,lp,tablet
1.1.109.243,30/04/2025,lucas.rodrigues@bol.com.br,/cursos,28.1,208,ig,desktop
189.47.53.136,05/12/2026,,/vestibular/ENEM,57.88,71,linkedin,mobile
1.1.103.85,09/05/2026,,/instituicoes,54.13,222,lp,mobile
1.1.60.198,27/12/2027,m.rodrigues@usp.br,/vestibular/ENEM,35.05,343,chrome,vr
1.1.74.71,09/06/2025,larissa.santos11@bol.com.br,/cursos,44.68,158,safari,mobile
177.216.154.199,29/11/2025,carlosrodrigues@outlook.com,/cursos,76.6,183,opera,tablet
200.221.8.171,20/02/2027,,/cursos,17.27,134,share,mobile
200.45.162.179,06/07/2027,,/instituicoes,53.85,296,share,desktop
200.87.98.130,17/11/2025,,/cursos,66.73,195,chrome,tv
8.8.36.58,12/03/2027,,/cursos,57.29,213,firefox,desktop
189.62.247.162,04/09/2027,,/vestibular/ENEM,73.41,114,duckduckgo,desktop
1.1.119.216,07/09/2026,lucasalves@usp.br,/,29.59,105,duckduckgo,tablet
200.17.240.68,04/02/2026,,/cursos,61.08,174,chrome,desktop
1.1.115.43,05/02/2025,,/instituicoes,26.16,158,safari,mobile
177.133.218.122,20/10/2026,,/quiz,64.48,206,chrome,mobile
177.29.13.202,29/05/2027,lucas.oliveira91@uol.com.br,/vestibular/FUVEST,27.35,144,safari,mobile
189.93.154.123,31/12/2025,,/,68.05,227,lp,desktop
1.1.139.35,09/08/2027,rafaelsantos@hotmail.com,/,16.3,246,safari,tablet
189.122.46.14,25/01/2026,lucas.silva@uol.com.br,/vestibular/ENEM,27.3,75,linkedin,mobile
200.40.131.14,23/06/2025,mariapereira@gmail.com,/instituicoes,30.55,91,chrome,desktop
8.8.170.150,28/06/2025,lucas.souza@hotmail.com,/cursos,76.9,168,safari,vr
200.234.47.219,04/06/2027,,/,34.92,246,share,mobile
177.34.93.208,22/06/2026,,/cursos,2.39,36,chrome,mobile
1.1.30.242,04/02/2027,,/,45.94,197,firefox,desktop
200.143.42.16,16/10/2027,,/,87.37,225,firefox,tablet
1.1.71.136,05/11/2027,,/instituicoes,12.14,224,opera,mobile
1.1.169.122,12/08/2025,,/,75.24,110,linkedin,mobile
8.8.120.17,19/08/2025,,/vestibular/FATEC,37.8,202,chrome,tablet
1.1.139.30,05/02/2027,,/instituicoes,19.2,236,chrome,mobile
200.24.220.101,16/07/2025,,/,32.29,199,tiktok,desktop
189.75.137.23,05/04/2027,carlos.ferreira@live.com,/vestibular/UNICAMP,8.39,127,safari,mobile
8.8.2.202,29/04/2027,ana.santos30@protonmail.com,/,90.01,188,safari,mobile
8.8.178.137,08/02/2027,,/quiz,53.09,154,duckduckgo,desktop
1.1.194.172,22/11/2027,,/cursos,18.42,188,x,desktop
177.200.133.193,11/12/2026,,/vestibular/FUVEST,73.35,256,firefox,mobile
177.97.32.17,08/09/2026,,/,40.74,186,firefox,mobile
